CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,SCORE,GRADE
41229416,GARRETT POPCORN SHOPS,MANHATTAN,242,WEST   34 STREET,10001,2122900044,American ,9.0,A
41230004,WICKED WILLY'S,MANHATTAN,149       ,BLEECKER STREET                                   ,10012,2122548592,American ,11.0,A
41230012,SUNFLOWER DINER,MANHATTAN,359,3 AVENUE,10016,2125328171,American ,9.0,A
41230437,THE CROOKED KNIFE,MANHATTAN,27-39,EAST 30 STREET,10016,2126962593,American ,11.0,A
41230533,ORANGE GRILL RESTAURANT,BROOKLYN,2545-47,CROPSEY AVENUE,11214,3476735411,Eastern European,7.0,A
41230536,TORRES ITALIAN RESTURANT,BROOKLYN,6808      ,BAY PARKWAY                                       ,11204,7182561140,Pizza/Italian,12.0,A
41230776,KAM SHING CHINESE RESTAURANT,BROOKLYN,1608,AVENUE H,11230,7184215252,Chinese,10.0,A
41230965,DOMAINE WINE BAR,QUEENS,5004,VERNON BOULEVARD,11101,7187842350,French,3.0,A
41231005,MAZZAT,BROOKLYN,208,COLUMBIA STREET,11231,7188521652,Middle Eastern,11.0,A
41231024,GREAT WALL CHINESE CUISINE,BROOKLYN,4918      ,8 AVENUE                                          ,11220,7188539605,Chinese,10.0,A
41231060,BUDDHA B BEEQ,MANHATTAN,1750      ,2 AVENUE                                          ,10128,2123487041,Korean,6.0,A
41231076,MAMA LETI'S,QUEENS,4007,JUNCTION BOULEVARD,11368,7184763497,Spanish,2.0,A
41231085,HO YIP RESTAURANT,MANHATTAN,110112,LIBERTY STREET,10006,2123498286,Chinese,9.0,A
41231138,PETE'S RESTAURANT & DONUT SHOP,BRONX,3725      ,EAST TREMONT AVENUE                               ,10465,7188228240,Café/Coffee/Tea,10.0,A
41231284,WESTVILLE,MANHATTAN,173,AVENUE A,10009,2126772033,American ,12.0,A
41231342,ANTHONY & JOE'S PIZZA,BRONX,1941,SOUTHERN BOULEVARD,10460,7183789577,Pizza,9.0,A
41231473,ALL NATIONS,BROOKLYN,1091      ,UTICA AVENUE                                      ,11203,7186291300,Caribbean,5.0,A
41231555,NEW CHINA KING RESTAURANT,MANHATTAN,1759      ,LEXINGTON AVENUE                                  ,10029,2124102838,Chinese,8.0,A
41231634,HUSH CAFE LOUNGE & GARDEN,QUEENS,7010,GRAND AVENUE,11378,7187796061,Eastern European,13.0,A
41231645,PARIGOT,MANHATTAN,155       ,GRAND STREET                                      ,10013,2122748859,French,13.0,A
41231660,LAS MARAVILLAS DE MEXICO RESTAURANT,BRONX,1113,BEDFORD PARK BOULEVARD,10468,7185843455,Mexican,12.0,A
41231878,IL BRIGANTE,MANHATTAN,214,FRONT STREET,10038,2122850222,Italian,2.0,A
41231920,SONY CLUB,MANHATTAN,550       ,MADISON AVENUE                                    ,10022,2128338420,American ,13.0,A
41231957,DIECI,MANHATTAN,228       ,EAST   10 STREET                                  ,10003,2123879545,Japanese,9.0,A
41232125,VELVET LOUNGE,BROOKLYN,174,BROADWAY,11211,7183024427,American ,11.0,A
41232290,HONG CHEUNG RESTAURANT,BROOKLYN,407,NEW LOTS AVENUE,11207,7183427487,Chinese,10.0,A
41232504,FIG AND OLIVE,MANHATTAN,420,WEST   13 STREET,10014,2129241200,Mediterranean,9.0,A
41232708,NEW RED FLOWER CHINESE RESTAURANT,BRONX,4733      ,WHITE PLAIN ROAD                                  ,10470,7189942375,Chinese,12.0,A
41232726,BG BAR/MEHANATA,MANHATTAN,113,LUDLOW STREET,10002,2126250981,Eastern European,5.0,A
41232741,TIO PIO WEST,MANHATTAN,46,WEST   36 STREET,10018,2122396633,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A
41232778,GRILL 149 PLUS,BRONX,355,EAST  149 STREET,10455,7186650284,Delicatessen,11.0,A
41232846,MAMBI STEAK HOUSE,MANHATTAN,4181,BROADWAY,10033,2129289796,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A
41232877,GEO SI GI,QUEENS,15228,NORTHERN BOULEVARD,11354,7188880001,Korean,8.0,A
41232906,SHANGHAI RESTAURANT,QUEENS,9537,SUTPHIN BOULEVARD,11435,7187390158,Chinese,13.0,A
41233053,LA CABANA SALVADORENA,BRONX,3150,VILLA AVENUE,10468,7184676810,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.0,A
41233156,FLAVORS,MANHATTAN,27,WHITEHALL STREET,10004,2122696100,American ,2.0,A
41233392,556 EL CAFE INTERNATIONAL,BROOKLYN,556,WORTMAN AVENUE,11208,7182723545,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
41233473,TEQUILA SONG,BRONX,2856,WEBSTER AVENUE,10458,7182204744,Mexican,13.0,A
41233476,Boqueria,MANHATTAN,53,WEST   19 STREET,10011,2122554160,Spanish,9.0,A
41233598,ALACHI MASALA INDIAN RESTAURANT,MANHATTAN,488,AMSTERDAM AVENUE,10024,2128740737,Indian,4.0,A
41233787,PANERA BREAD,BRONX,340       ,BAYCHESTER AVENUE                                 ,10475,7188622585,Sandwiches,12.0,A
41233916,9TH STREET LUNCHEONETTE,BROOKLYN,7,9 STREET,11231,7189239074,American ,12.0,A
41234126,MAX RESTAURANT,MANHATTAN,181       ,DUANE STREET                                      ,10013,2129665939,Italian,12.0,A
41234310,MALIBU DINER,MANHATTAN,163,WEST   23 STREET,10011,2126911369,American ,12.0,A
41234471,TALK OF THE TOWN RESTAURANT,QUEENS,3721,72 STREET,11372,7185339131,Indian,5.0,A
41234608,LA ESCUELITA NUEVA BAR LOUNGE,QUEENS,7807,ROOSEVELT AVENUE,11372,7186516468,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A
41234610,WHITMAN & BLOOM,MANHATTAN,384       ,3 AVENUE                                                                                            ,10016,2127254477,American ,12.0,A
41234910,PILLOW,BROOKLYN,505,MYRTLE AVENUE,11205,7182462711,American ,7.0,A
41234950,CIVIC DELI,MANHATTAN,111,WORTH STREET,10013,2126192721,American ,10.0,A
41235027,GIOVANNI'S RESTAURANT,BRONX,579       ,GRAND CONCOURSE                                                                                     ,10451,7184026996,Italian,12.0,A
41235038,JUST SALAD,MANHATTAN,134,WEST   37 STREET,10018,2122447315,Salads,7.0,A
41235134,JR & SON,BROOKLYN,575,LORIMER STREET,11211,9174993248,American ,4.0,A
41235245,LA LANTERNA DI VITTORIO,MANHATTAN,129,MACDOUGAL STREET,10012,2125295945,Italian,10.0,A
41235305,Da Gennaro,MANHATTAN,129,MULBERRY STREET,10013,2124313934,Italian,13.0,A
41235437,SOLO PIZZA,MANHATTAN,27        ,AVENUE B                                                                                            ,10009,2124207656,Pizza,8.0,A
41235443,NIZZA,MANHATTAN,628,9 AVENUE,10036,2129561800,Italian,2.0,A
41235462,MANNA'S SOUL FOOD,MANHATTAN,70,WEST 125 STREET,10027,2128281230,Soul Food,9.0,A
41235476,SUNLIGHT PIZZA COFFEE SHOP,BRONX,506,WILLIS AVENUE,10455,7186654581,Spanish,10.0,A
41235545,FAVELA,QUEENS,3318,28 AVENUE,11103,7185458250,Brazilian,13.0,A
41235687,ORCHIDEA RESTAURANT & CATERING,BROOKLYN,4815      ,12 AVENUE                                         ,11219,7186867500,Jewish/Kosher,11.0,A
41235694,STATEN ISLAND DINER,STATEN ISLAND,1877      ,VICTORY BOULEVARD                                 ,10314,7182734515,American ,12.0,A
41236119,BLUE RIBBON BAR,MANHATTAN,34,DOWNING STREET,10014,2126910404,American ,0.0,A
41236123,LA SALLE BAKERY,BRONX,3139      ,EAST TREMONT AVENUE                               ,10461,7188234218,Bakery,11.0,A
41236269,TROYKA/DA MIKELLE PALACE/MIKELLE CORNER/SUSHI & STEAK HOUSE,QUEENS,10255,QUEENS BOULEVARD,11375,7188300500,Jewish/Kosher,11.0,A
41236296,PICKLES,QUEENS,23605,BRADDOCK AVENUE,11426,7185063992,American ,12.0,A
41236336,PIZZA & PITA,MANHATTAN,344,EAST   34 STREET,10016,2126796161,Pizza,11.0,A
41236497,PIETRASANTA,MANHATTAN,683,9 AVENUE,10036,2122659471,Italian,9.0,A
41236501,DUNKIN'  DONUTS,MANHATTAN,381       ,CANAL STREET                                      ,10013,2122264662,Donuts,5.0,A
41236517,CAFE AMRITA,MANHATTAN,301,WEST  110 STREET,10026,2122220683,American ,12.0,A
41236537,INTERNATIONAL BAKE SHOP,QUEENS,719       ,SENECA AVENUE                                     ,11385,7183869550,Bakery,2.0,A
41236562,BENVENUTI PIZZERIA & TRATTORIA,STATEN ISLAND,15,GIFFORDS LANE,10308,7189676560,Pizza/Italian,2.0,A
41236577,FOOD IN MOTION,MANHATTAN,214,SULLIVAN STREET,10012,2127664400,American ,7.0,A
41236623,WHARF BAR & GRILL,MANHATTAN,587       ,3 AVENUE                                                                                            ,10016,2124907270,American ,11.0,A
41236763,BOBBY VAN'S GRILL,MANHATTAN,135       ,WEST   50 STREET                                  ,10020,2129575050,Steak,12.0,A
41236893,NEPTUNE PIZZA,BROOKLYN,3033,CONEY ISLAND AVENUE,11235,7189754472,Pizza,10.0,A
41237074,TELEGRAPHE CAFE,MANHATTAN,107,WEST   18 STREET,10011,2124885810,American ,10.0,A
41237250,J & JOE DELI & GROCERY,QUEENS,8239,164 STREET,11432,7189690843,Delicatessen,11.0,A
41237280,SEVEN TURKISH GRILL,MANHATTAN,158       ,WEST   72 STREET                                  ,10023,2127244700,Turkish,2.0,A
41237293,MANGOS,QUEENS,7814,ROOSEVELT AVE STE 14,11372,3478585474,Mexican,10.0,A
41237648,TUSCANY CAFE,QUEENS,0,JFK AIRPORT,11430,7187511634,Café/Coffee/Tea,10.0,A
41237754,PITA EXPRESS,MANHATTAN,15        ,ANN STREET                                        ,10038,2125712999,Jewish/Kosher,12.0,A
41237824,NEW WIN HING III CHINESE RESTAURANT,STATEN ISLAND,1282      ,CLOVE ROAD                                        ,10301,7188168888,Chinese,9.0,A
41237861,CIPRIANI 42ND STREET,MANHATTAN,110       ,EAST   42 STREET                                  ,10017,6467230822,Italian,12.0,A
41238041,ROPES & GRAY CAFE,MANHATTAN,1211,AVENUE OF THE AMERICAS,10036,2125969077,American ,11.0,A
41238082,URO CAFE,BROOKLYN,277,DRIGGS AVENUE,11222,7185991230,Café/Coffee/Tea,5.0,A
41238106,BEST WESTERN GREGORY HOTEL,BROOKLYN,8315      ,4 AVENUE                                          ,11209,7182383737,American ,9.0,A
41238204,LINCOLN TOWERS CAFE,BRONX,234       ,EAST  149 STREET                                  ,10451,7182928146,American ,9.0,A
41238209,TOWER'S CAFE,MANHATTAN,506       ,LENOX AVENUE                                      ,10037,2129394521,American ,10.0,A
41238494,KOWLOON CAFE,BROOKLYN,2365,86 STREET,11214,7183331388,Chinese,13.0,A
41238508,MORANDI,MANHATTAN,15,CHARLES STREET,10014,2126277575,Italian,10.0,A
41239167,MAOZ VEGETARIAN,MANHATTAN,38        ,UNION SQUARE EAST                                 ,10003,2122601988,Vegetarian,11.0,A
41239252,BODRUM,MANHATTAN,584       ,AMSTERDAM AVENUE                                  ,10024,2127992806,Mediterranean,12.0,A
41239693,CAFE 2000 CORONA,QUEENS,4008,JUNCTION BOULEVARD,11368,7182051095,Spanish,9.0,A
41239724,LAGUARDIA PLAZA HOTEL/PAVILLION GRILL,QUEENS,10404,DITMARS BOULEVARD,11369,7184576300,American ,13.0,A
41239807,DUBOIS PASTRY,QUEENS,8408A,BROADWAY,11373,7184268586,Bakery,11.0,A
41239831,SLATTERY'S MIDTOWN PUB,MANHATTAN,8,EAST   36 STREET,10016,2126836444,American ,7.0,A
41239887,CHOLULA DELI GROCERY,BROOKLYN,222,WYCKOFF AVENUE,11237,7184170941,Mexican,10.0,A
41239953,ANGEL'S GRILL,BRONX,720,EAST 187 STREET,10458,7183298828,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
41240424,HILL COUNTRY,MANHATTAN,30,WEST   26 STREET,10010,2122554544,Barbecue,10.0,A
41240455,HAMPTON INN,MANHATTAN,851       ,8 AVENUE                                          ,10019,2125814100,American ,7.0,A
41240553,ENOTECA MARIA,STATEN ISLAND,27,HYATT STREET,10301,7184472777,Italian,12.0,A
41240624,NEW IVOIRE,MANHATTAN,76,EAST  119 STREET,10035,2124105982,African,13.0,A
41240648,CANTON GOURMET RESTAURANT,QUEENS,3806,PRINCE STREET,11354,7188869288,Chinese,12.0,A
41240850,CHRISTOPHER'S PALACE,BROOKLYN,1258,MYRTLE AVENUE,11221,7182164192,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
41241023,234 CHINA CITY,BROOKLYN,234       ,KINGS HIGHWAY                                     ,11223,7187144272,Chinese,12.0,A
41241156,JAMAICAN ROSE CUISINE,QUEENS,19917,MURDOCK AVENUE,11412,7182171102,Caribbean,11.0,A
41241252,WORLD PIE,BROOKLYN,404,COURT STREET,11231,7188520240,Pizza,2.0,A
41241298,ALCHEMY,BROOKLYN,56        ,5 AVENUE                                          ,11217,7186364385,American ,13.0,A
41241377,PERI ELA,MANHATTAN,1361      ,LEXINGTON AVENUE                                  ,10128,2124104300,Mediterranean,12.0,A
41241483,GOLDEN CITY CHINESE TAKEOUT,BRONX,238,WEST  231 STREET,10463,7187960033,Chinese,13.0,A
41241532,OLYMPIC PITA,MANHATTAN,58,WEST   38 STREET,10018,2128697482,Jewish/Kosher,10.0,A
41241730,DESI DELI PUNJABI DHABA,MANHATTAN,724,10 AVENUE,10019,2123999007,Indian,7.0,A
41241757,THAI MARKET,MANHATTAN,960       ,AMSTERDAM AVENUE                                  ,10025,2122804575,Thai,7.0,A
41241802,NICK'S LIVE LOBSTERS,BROOKLYN,2777      ,FLATBUSH AVENUE                                   ,11234,7182537117,Seafood,13.0,A
41242004,THE CUCKOO'S NEST,QUEENS,6104,WOODSIDE AVENUE,11377,7184265684,American ,8.0,A
41242073,HAKATA,MANHATTAN,231,EAST   53 STREET,10022,2122451020,Asian,7.0,A
41242146,JIN FENG RESTAURANT,MANHATTAN,2-6,ELDRIDGE STREET,10002,2129666626,Chinese,7.0,A
41242148,GABBY O'HARAS,MANHATTAN,123,WEST   39 STREET,10018,2122788984,Irish,10.0,A
41242190,MATILDA,MANHATTAN,647,EAST 11 STREET,10009,2127773355,Mexican,12.0,A
41242225,KOITO JAPANESE RESTAURANT,MANHATTAN,310       ,EAST   93 STREET                                  ,10128,2124261216,Japanese,7.0,A
41242232,HIBINO,BROOKLYN,333,HENRY STREET,11201,7182608052,Japanese,12.0,A
41242270,COLGATE PALMOLIVE,MANHATTAN,300       ,PARK AVENUE                                       ,10022,2123102263,American ,13.0,A
41242281,TROPICAL GRILL & RESTAURANT,MANHATTAN,21452151,ADAM CLAYTON POWELL,10027,2125310233,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.0,A
41242376,OUEST,MANHATTAN,2315,BROADWAY,10024,2125808700,French,13.0,A
41242462,BEACH BAR,BROOKLYN,2722,GERRITSEN AVE,11229,3477134117,American ,9.0,A
41242701,MICHAEL & SONS ITALIAN FOOD & PIZZA,QUEENS,19213,47 AVENUE,11358,7183576528,Pizza,13.0,A
41242907,CROSS BRONX PIZZERIA,BRONX,1105,CASTLE HILL AVE,10472,7188928459,Pizza,9.0,A
41242943,PIG 'N' WHISTLE,MANHATTAN,58,WEST   48 STREET,10036,2128190095,Irish,5.0,A
41243023,HUNDRED ACRES,MANHATTAN,38,MACDOUGAL STREET,10012,2124757500,American ,9.0,A
41243055,GOLDEN PHOENIX,BRONX,5646      ,RIVERDALE AVENUE                                  ,10471,7185488888,Chinese,11.0,A
41243472,KLIMAT,MANHATTAN,77,EAST 7 STREET,10003,9172140589,Eastern European,12.0,A
41243506,SIMPLE CAFE,BROOKLYN,346,BEDFORD AVENUE,11249,7182187067,Café/Coffee/Tea,12.0,A
41243535,EMPIRE CORNER II,MANHATTAN,1415      ,5 AVENUE                                          ,10029,2124105756,Chinese,10.0,A
41243544,CAFE COLETTE,BROOKLYN,79,BERRY STREET,11249,3475991381,American ,12.0,A
41243693,MONAHAN & FITZGERALD,QUEENS,21417,41 AVENUE,11361,7182794450,Irish,12.0,A
41243754,CAEDMON SCHOOL WINSTEAD CATERERS,MANHATTAN,416,EAST   80 STREET,10075,2128792296,American ,2.0,A
41243880,SINGH'S ROTI SHOP & BAR,QUEENS,13118,LIBERTY AVENUE,11419,7183235990,Caribbean,9.0,A
41244008,THE STONEWALL INN,MANHATTAN,53        ,CHRISTOPHER STREET                                ,10014,2124882705,American ,11.0,A
41244056,GLENDALE BAGELS,QUEENS,6935,MYRTLE AVENUE,11385,7183811363,Bagels/Pretzels,12.0,A
41244057,BROADWAY PIZZA,BROOKLYN,1142,BROADWAY,11221,7186026110,Pizza,7.0,A
41244358,COCO MOKA CAFE,MANHATTAN,2,PENN PLAZA,10121,2127142777,American ,7.0,A
41244429,NEW YORK GRILL RESTAURANT,QUEENS,6516,MYRTLE AVENUE,11385,7183810100,American ,12.0,A
41244494,SCHNITZI BAR,BROOKLYN,1299,CONEY ISLAND AVE,11230,7183384015,Jewish/Kosher,10.0,A
41244516,RALPHS'S COFFEE SHOP & DINER,QUEENS,2123,MOTT AVENUE,11691,7183279724,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A
41244923,GROOVE,MANHATTAN,125       ,MACDOUGAL STREET                                  ,10012,2122549393,American ,9.0,A
41244947,MCKINSEY & COMPANY CAFETERIA,MANHATTAN,55,E 52ND ST,10022,2124467180,American ,8.0,A
41245387,PETIT CREVETTE,BROOKLYN,144       ,UNION STREET                                      ,11231,7188552632,French,11.0,A
41245444,EL VIEJO YAYO REST II,BROOKLYN,317       ,9 STREET                                          ,11215,7189657299,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.0,A
41245488,FU SING RESTAURANT,BROOKLYN,1554      ,RALPH AVENUE                                      ,11236,7186295558,Chinese,7.0,A
41245491,GOTHAM PIZZA,MANHATTAN,1443,YORK AVENUE,10075,2122888085,Pizza,10.0,A
41245538,AURORA SOHO,MANHATTAN,510,BROOME STREET,10013,2123349020,Italian,7.0,A
41245701,NEW TASTE WEST INDIAN RESTAURANT,BRONX,3973,BRONXWOOD AVE,10466,7188792002,Caribbean,5.0,A
41245711,FETTE SAU,BROOKLYN,354       ,METROPOLITAN AVENUE                               ,11211,7189633404,Barbecue,10.0,A
41245736,LIME LEAF,MANHATTAN,128,WEST   72 STREET,10023,2125017800,Thai,12.0,A
41245794,EVILOLIVE PIZZA BAR,BROOKLYN,198       ,UNION AVENUE                                      ,11211,7183870707,Pizza,12.0,A
41246004,FLEX MUSSELS,MANHATTAN,174,EAST   82 STREET,10028,2127177772,American ,6.0,A
41246144,OAK WINE BAR & RESTAURANT,BROOKLYN,361,GRAHAM AVENUE,11211,7183871245,Eastern European,9.0,A
41246255,ED'S LOBSTER BAR,MANHATTAN,222,LAFAYETTE STREET,10012,2123433236,Seafood,12.0,A
41246298,FIVE GUYS FAMOUS BURGERS AND FRIES,QUEENS,13201,14 AVENUE,11356,7187676500,Hamburgers,10.0,A
41246322,LA BELLA MARIELLA,QUEENS,6061,FRESH POND ROAD,11378,7183666170,Pizza,11.0,A
41246370,VIKKI RESTAURANT,BROOKLYN,592224    ,AVENUE N                                                                                            ,11234,7182092246,American ,13.0,A
41246444,LOCAL SHOP,MANHATTAN,144,SULLIVAN STREET,10012,2122532601,American ,10.0,A
41246487,KINGSTON PIZZA,BROOKLYN,259,KINGSTON AVENUE,11213,7187747665,Pizza,9.0,A
41246521,ORIGINAL MIKE'S PIZZA,BROOKLYN,3337,FULTON STREET,11208,7182777494,Pizza,10.0,A
41246771,WOODSIDE KITCHEN,QUEENS,7610,WOODSIDE AVENUE,11373,7188983570,Chinese,13.0,A
41246958,DESTEFANO'S STEAKHOUSE,BROOKLYN,89,CONSELYEA ST,11211,7183842836,Steak,11.0,A
41247133,MERMELSTEIN CATERERS,BROOKLYN,351       ,KINGSTON AVENUE                                   ,11213,7187783100,Jewish/Kosher,10.0,A
41247143,Luigi's Pizza,BROOKLYN,4704,5 AVENUE,11220,7184927565,Pizza,10.0,A
41247152,CAFE TRISKELL,QUEENS,3304,36 AVENUE,11106,7184720612,French,12.0,A
41247170,CHENNAI GARDEN,MANHATTAN,127,EAST   28 STREET,10016,2126857301,Indian,11.0,A
41247222,THE THIRD PALM TREE,MANHATTAN,2145,AMSTERDAM AVENUE,10032,2129239622,American ,5.0,A
41247493,MY PLACE FAMILY PIZZA,BRONX,240,EAST  198 STREET,10458,7185622399,Pizza,12.0,A
41247560,THE PLACE BAR & LOUNGE,BROOKLYN,269,NORMAN AVENUE,11222,7183831900,American ,9.0,A
41247611,GARDENIA GROCERY & DELI,MANHATTAN,404       ,8 AVENUE                                          ,10001,2127365617,Delicatessen,13.0,A
41248529,ROUTE 66 CAFE,MANHATTAN,858,9 AVENUE,10019,2129777600,American ,12.0,A
41248584,BENIHANA,MANHATTAN,47,WEST   56 STREET,10019,2125810930,Japanese,9.0,A
41248591,NEW YORK TIMES CAFE,MANHATTAN,620,8 AVENUE,10018,6464282223,American ,8.0,A
41248845,CAFE CHILI,BROOKLYN,172,COURT STREET,11201,7182600066,Thai,11.0,A
41248866,BARAKA BUFFET,MANHATTAN,2546      ,FREDERICK DOUGLASS BOULEVARD                      ,10030,2124913502,African,13.0,A
41249082,B FLAT,MANHATTAN,277,CHURCH STREET,10013,2122192970,Japanese,10.0,A
41249363,ROASTING PLANT,MANHATTAN,81        ,ORCHARD STREET                                    ,10002,2127757755,Café/Coffee/Tea,13.0,A
41249394,THE GREY DOG'S COFFEE,MANHATTAN,90,UNIVERSITY PLACE,10003,2124144739,American ,6.0,A
41249417,ROLLERJAM USA,STATEN ISLAND,236       ,RICHMOND VALLEY ROAD                              ,10309,7186056600,American ,13.0,A
41249550,INSIDE PARK AT ST. BART'S,MANHATTAN,109,EAST 50 STREET,10022,2125933333,American ,11.0,A
41249587,"D'ANGELO'S PIZZA, PANCHO'S MEXICAN RESTAURANT",BRONX,1160,PUGSLEY AVENUE,10472,7185181016,Mexican,7.0,A
41249648,TOMI JAZZ,MANHATTAN,239,EAST   53 STREET,10022,6464971254,Japanese,13.0,A
41249655,NEW TOYO JAPANESE RESTAURANT,QUEENS,7306,METROPOLITAN AVENUE,11379,7188948880,Japanese,12.0,A
41250025,YUNG SUN SEAFOOD RESTAURANT,MANHATTAN,47        ,EAST BROADWAY                                     ,10002,2123469888,Chinese,12.0,A
41250031,NEW PETER'S KITCHEN,QUEENS,14909,UNION TURNPIKE,11367,7185918688,Chinese,7.0,A
41250217,HUKA TEL AVIV CAFE,BROOKLYN,1911,CONEY ISLAND AVENUE,11230,7183008029,Middle Eastern,5.0,A
41250435,VINNIE'S PIZZERIA,BROOKLYN,148       ,BEDFORD AVENUE                                    ,11249,7187827078,Pizza/Italian,9.0,A
41250480,LOS CHORITOS SPORTS BAR,BRONX,2503      ,3 AVENUE                                          ,10451,7189935901,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.0,A
41250519,MILANO'S BAR,MANHATTAN,51,EAST HOUSTON STREET,10012,2122268844,American ,10.0,A
41250529,GILBEY'S,QUEENS,3201,BROADWAY,11106,7185458567,Irish,2.0,A
41250623,GREGORY'S COFFEE,MANHATTAN,327,PARK AVENUE SOUTH,10010,2129798600,Café/Coffee/Tea,12.0,A
41250710,HIGHLINE BALLROOM,MANHATTAN,431,WEST   16 STREET,10011,2124145994,American ,7.0,A
41250770,BARRAMUNDI,MANHATTAN,67,CLINTON STREET,10002,2125296999,American ,12.0,A
41250984,WING WAGON,BROOKLYN,351,FLATBUSH AVENUE,11238,7183980501,American ,2.0,A
41251040,THE BOILER ROOM,MANHATTAN,86,EAST    4 STREET,10003,2122547536,American ,12.0,A
41251140,TRATTORIA TRE COLORI,MANHATTAN,254,WEST   47 STREET,10036,2129974540,Italian,12.0,A
41251199,PARADISE BAR,QUEENS,678,WOODWARD AVENUE,11385,7188940234,American ,12.0,A
41251243,CAFE ROMA PIZZERIA,MANHATTAN,854,AMSTERDAM AVENUE,10025,2128758972,Jewish/Kosher,12.0,A
41251327,RICO POLLO,QUEENS,5537,MYRTLE AVENUE,11385,7184971000,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.0,A
41251337,ATLANTIC DINER,QUEENS,11116,ATLANTIC AVENUE,11419,7188496673,American ,10.0,A
41251541,BRIDGES BAR,BRONX,4100      ,EAST TREMONT AVENUE                               ,10465,3473989144,American ,13.0,A
41251661,KREYOL FLAVOR,BROOKLYN,1738      ,FLATBUSH AVENUE                                   ,11210,7182580509,Creole/Cajun,7.0,A
41251712,UNDERGROUND LOUNGE,QUEENS,10409,123 STREET,11419,7183224144,Caribbean,10.0,A
41251789,C & C WEST INDIAN AMERICAN FOOD,BROOKLYN,1183      ,ROGERS AVENUE                                     ,11226,7184622708,Caribbean,5.0,A
41251791,Luna Pizza,MANHATTAN,225,PARK ROW,10038,2123858118,Pizza,7.0,A
41251802,LETY BAKERY,QUEENS,7707,37 AVENUE,11372,7185076539,Bakery,9.0,A
41252043,COBBLE HILL CINEMAS,BROOKLYN,265       ,COURT STREET                                      ,11231,7185964995,American ,12.0,A
41252052,MARKT CAFE RESTAURANT,MANHATTAN,676       ,6 AVENUE                                          ,10010,2127273314,American ,9.0,A
41252382,SOTO JAPANESE RESTAURANT,MANHATTAN,357,6 AVENUE,10014,2124143088,Japanese,8.0,A
41252528,Y J FRIED FISH,QUEENS,8901,165 STREET,11432,7185261202,Seafood,8.0,A
41252759,GEORGIA'S EASTSIDE BBQ,MANHATTAN,192,ORCHARD STREET,10002,2122536280,Barbecue,12.0,A
41252771,CASELLULA CHEESE & WINE CAFE,MANHATTAN,401,WEST   52 STREET,10019,2122478137,American ,11.0,A
41252980,EL SOL RESTAURANT,QUEENS,8707,NORTHERN BOULEVARD,11372,7184461149,Peruvian,13.0,A
41253085,H&L BAGEL,BROOKLYN,8818      ,3 AVENUE                                          ,11209,7187486626,Bagels/Pretzels,11.0,A
41253206,BETTER BEING UNDERGROUND,MANHATTAN,55,LEROY STREET,10014,2122559155,American ,13.0,A
41253239,ALKOURA RESTAURANT,BROOKLYN,509       ,74 STREET                                         ,11209,7188361252,Middle Eastern,11.0,A
41253241,SCALINO,BROOKLYN,347       ,7 AVENUE                                          ,11215,7188405738,Italian,13.0,A
41253389,HUNGARIAN KOSHER,BROOKLYN,5009,16 AVENUE,11204,7188510400,Jewish/Kosher,12.0,A
41253406,PUNJABI DELI & RESTAURANT,QUEENS,16020,46 AVENUE,11358,7183218429,Indian,2.0,A
41253818,RUBY TUESDAY,MANHATTAN,7,TIMES SQUARE TOWER,10036,2123823898,American ,7.0,A
41253845,Feile,MANHATTAN,133       ,WEST   33 STREET                                  ,10001,2126951122,American ,12.0,A
41253988,BAGELS PLUS,QUEENS,5722,WOODSIDE AVENUE,11377,7186397784,Bagels/Pretzels,7.0,A
41254287,NELSON BLUE,MANHATTAN,36 ,PECK SLIP,10038,2123469090,Australian,13.0,A
41254297,PERILLA,MANHATTAN,9,JONES STREET,10014,2129296868,American ,7.0,A
41254301,RALPH'S FAMOUS ITALIAN ICES,STATEN ISLAND,6272,AMBOY ROAD,10309,7186058133,"Ice Cream, Gelato, Yogurt, Ices",12.0,A
41254531,LE BARRICOU,BROOKLYN,533,GRAND STREET,11211,7187827372,French,10.0,A
41254605,OCEAN 8 AT BROWNSTONE BILLIARDS,BROOKLYN,308,FLATBUSH AVENUE,11238,7188575555,American ,12.0,A
41254820,THE BANK OF NEW YORK,MANHATTAN,1,WALL STREET,10005,2126358554,American ,2.0,A
41254923,AYZA CAFE & WINE BAR,MANHATTAN,11,WEST   31 STREET,10001,2127142992,"Bottled beverages, including water, sodas, juices, etc.",12.0,A
